Id,SalePrice
2641,92073.66
2642,173748.75
2643,110115.96
2644,105870.34
2645,107580.38
2646,94208.45
2647,109412.85
2648,149903.73
2649,147597.73
2650,132086.66
2651,133692.69
2652,387503.42
2653,253476.1
2654,279048.23
2655,412617.61
2656,326385.23
2657,366575.23
2658,318369.34
2659,328218.91
2660,358433.36
2661,371792.4
2662,385774.34
2663,282111.76
2664,289279.87
2665,327483.77
2666,293820.37
2667,180048.74
2668,187385.52
2669,190849.4
2670,272174.04
2671,190138.98
2672,194908.29
2673,201558.08
2674,198023.49
2675,189915.03
2676,184779.51
2677,204000.2
2678,241116.56
2679,275462.97
2680,289774.77
2681,395749.64
2682,315897.21
2683,473289.48
2684,320616.26
2685,321165.61
2686,255449.82
2687,296949.18
2688,212167.22
2689,214855.47
2690,391453.85
2691,199134.11
2692,160907.67
2693,209310.23
2694,143684.12
2695,199571.69
2696,184592.35
2697,197498.46
2698,212975.75
2699,168087.62
2700,142679.97
2701,126859.06
2702,84030.52
2703,108793.03
2704,143456.91
2705,105581.85
2706,81031.71
2707,97360.97
2708,140569.44
2709,114263.84
2710,134545.77
2711,309468.65
2712,390887.44
2713,162044.6
2714,141798.63
2715,179740.39
2716,130705.63
2717,201176.55
2718,213937.03
2719,145378.2
2720,173809.85
2721,123463.9
2722,158527.17
2723,129747.23
2724,121973.56
2725,124507.66
2726,149690.31
2727,176662.73
2728,171057.42
2729,146454.76
2730,147887.22
2731,121227.44
2732,139102.72
2733,163368.28
2734,126246.6
2735,139190.65
2736,134285.83
2737,122645.55
2738,129093.86
2739,148995.69
2740,137060.1
2741,149196.29
2742,147015.03
2743,162060.54
2744,165329.46
2745,135813.51
2746,141447.55
2747,144249.26
2748,111175.03
2749,127840.88
2750,118433.24
2751,132426.05
2752,174300.26
2753,151956.71
2754,236996.42
2755,139114.7
2756,91274.58
2757,54813.32
2758,78977.83
2759,168250.11
2760,132070.94
2761,139676.68
2762,136248.63
2763,182402.02
2764,135075.53
2765,279875.19
2766,140477.88
2767,78285.6
2768,130280.49
2769,144913.77
2770,134308.7
2771,91588.52
2772,102383.21
2773,176571.38
2774,162513.18
2775,118937.18
2776,137904.73
2777,153353.28
2778,111276.96
2779,123102.52
2780,95479.53
2781,94969.68
2782,89948.22
2783,103685.34
2784,123011.34
2785,136400.29
2786,48954.2
2787,123147.36
2788,64038.88
2789,169780.54
2790,88726.31
2791,111554.22
2792,81704.94
2793,173906.83
2794,92424.66
2795,121556.25
2796,95440.9
2797,246186.58
2798,117478.31
2799,122038.76
2800,59073.4
2801,111128.64
2802,134470.45
2803,180752.67
2804,120925.94
2805,101843.36
2806,68875.03
2807,265054.66
2808,153188.01
2809,132264.61
2810,124821.83
2811,167492.51
2812,190424.28
2813,152456.37
2814,155155.38
2815,109180.51
2816,228368.12
2817,148190.5
2818,128405.6
2819,166052.42
2820,135594.56
2821,101744.2
2822,173611.73
2823,338418.33
2824,197654.63
2825,152663.01
2826,138033.87
2827,131920.78
2828,249457.1
2829,202477.75
2830,237610.96
2831,180165.45
2832,258847.68
2833,320263.89
2834,239156.99
2835,228272.26
2836,193125.54
2837,157836.2
2838,147387.75
2839,169303.14
2840,209730.25
2841,202501.32
2842,224665.35
2843,151360.01
2844,172484.23
2845,119657.1
2846,207664.01
2847,214174.66
2848,221013.01
2849,202715.7
2850,266723.9
2851,209463.98
2852,226359.25
2853,227802.61
2854,132985.01
2855,205167.35
2856,205028.8
2857,187795.02
2858,213670.63
2859,82096.64
2860,150041.73
2861,132679.45
2862,192272.7
2863,144443.02
2864,272633.92
2865,147763.15
2866,133654.45
2867,94257.14
2868,106983.03
2869,94016.2
2870,104152.04
2871,64344.22
2872,31051.59
2873,80921.52
2874,153010.55
2875,120158.64
2876,152489.87
2877,155478.67
2878,165501.18
2879,152316.41
2880,104417.4
2881,148910.03
2882,200709.5
2883,209030.62
2884,185640.58
2885,184532.86
2886,249307.21
2887,104068.86
2888,141556.89
2889,26866.36
2890,77383.69
2891,153353.24
2892,5656.48
2893,74627.28
2894,9238.07
2895,348438.95
2896,293768.77
2897,224243.83
2898,131614.38
2899,205143.82
2900,160426.87
2901,234850.87
2902,171681.14
2903,313153.03
2904,357900.29
2905,55344.57
2906,192633.22
2907,105866.98
2908,109033.54
2909,130452.72
2910,71507.07
2911,70951.51
2912,143208.65
2913,72663.93
2914,72313.22
2915,82290.39
2916,79043.29
2917,179128.03
2918,115434.97
2919,218829.23
